StateAbr	LibID	LibName	Address	City	Zip	Zip4	County	Phone	WebAddr	RelCode	LegBasis	PopLSA	CentralLib	BranchLib	BookMob	Master	Librarians	OtherPaid	TotStaff	LocGvt	StGvt	FedGvt	OtherInc	TotInc	PrintExp	ElecExp	OthMaterial	TotCollExp	TotalExp	BookVol	Ebook	Audio	Video	HrsOpen	Visits	RefTran	RegBor	TotCirc	KidCirc	TotProg	KidProg	TotAtten	KidAtten	GPTerms	PITUsr	Long	Lat	CountyPop	LocaleCode	CongDist
AK	AK0099	MOOSE PASS PUBLIC LIBRARY                                   	200 DEPOT ROAD                     	MOOSE PASS          	99631	154	KENAI PENINSULA     	9072883111	-3	NP	CI1	186	1	0	0	0	0	0	0	0	6350	788	1140	8278	4256	0	2182	6438	8603	5686	0	389	1549	768	2856	343	200	6727	2135	50	46	1004	684	2	406	-149.508366	60.52465	53409	43	0
AK	AK0100	NIKOLAI COMMUNITY/SCHOOL LIBRARY                            	TOP OF THE KUSKOKWIM SCHOOL BUILDIN	NIKOLAI             	99691	9091	YUKON-KOYUKUK       	9072932427	-3	CI	CI1	90	1	0	0	0	0.25	0	0.25	1250	6350	5759	0	13359	2737	0	309	3046	13359	4100	0	80	120	500	2000	60	90	480	161	120	108	988	940	8	950	-154.374475	63.00669	5701	43	0
AK	AK0101	SAND POINT COMMUNITY/SCHOOL LIBRARY                         	123 RED COVE ROAD                  	SAND POINT          	99661	269	ALEUTIANS EAST      	9073832393	-3	CI	CI1	958	1	0	0	0	0.38	0	0.38	45700	6350	1000	0	53050	9350	600	1400	11350	52493	5600	0	20	565	765	26000	1780	958	28298	26305	347	339	2743	2699	17	11500	-160.487593	55.34761	2810	43	0
AK	AK0102	EGEGIK VILLAGE LIBRARY                                      	289 AIRPORT WAY                    	EGEGIK              	99579	29	LAKE AND PENINSULA  	9072332211	-3	NL	CI1	62	1	0	0	0	0.4	0	0.4	7000	6350	0	0	13350	3793	0	0	3793	14812	5161	0	351	450	875	1060	80	60	2321	854	62	62	160	160	1	300	-157.335327	58.17839	1488	43	0
AK	AK0103	TRAPPER CREEK PUBLIC LIBRARY                                	8901 EAST DEVONSHIRE DRIVE         	TRAPPER CREEK       	99683	388	MATANUSKA-SUSITNA   	9077331546	www.matsulibraries.org/trappercreek/                                            	CO	CO1	1441	1	0	0	0	0.75	0.24	0.99	87556	6350	0	2730	96636	14393	0	0	14393	93906	12526	0	954	950	1270	3547	618	426	6351	1962	63	61	676	446	5	1448	-150.321414	61.41243	85458	42	0
AK	AK0104	HOLY CROSS COMMUNITY/SCHOOL LIBRARY                         	210 TRAILWAY STREET                	HOLY CROSS          	99602	210	YUKON-KOYUKUK       	9074767131	-3	CI	CI1	194	1	0	0	0	0.25	0	0.25	2500	6350	3000	1500	13350	2936	0	1706	4642	13349	4503	0	370	270	480	1000	50	200	1108	1086	2	2	46	46	5	515	-160.443036	62.22932	5701	43	0
AK	AK0113	OUZINKIE TRIBAL MEDIA CENTER                                	130 THIRD STREET                   	OUZINKIE            	99644	130	KODIAK ISLAND       	9076802323	-3	NL	CI1	167	1	0	0	0	0.65	0	0.65	1980	6350	7885	0	16215	3166	0	833	3999	16500	2323	0	3	300	2080	3540	1000	167	1311	440	33	30	113	95	6	1800	-152.508261	57.92122	13049	42	0
AK	AK0114	ST. GEORGE ISLAND SCHOOL/COMMUNITY LIBRARY                  	NO. 1 ELEMENTARY SCHOOL ROAD       	ST. GEORGE          	99591	959	ALEUTIANS WEST      	9075463324	-3	MJ	CI1	112	1	0	0	0	0.25	0	0.25	8496	6350	6000	4863	25709	3574	0	0	3574	24413	4827	0	0	45	480	1440	8	46	441	96	36	35	316	271	4	544	-169.619142	56.58272	4529	43	0
AK	AK0115	UNALASKA PUBLIC LIBRARY                                     	63 ELEANOR DRIVE                   	UNALASKA            	99685	1370	ALEUTIANS WEST      	9075815060	www.unalaska-ak.us/                                                             	CI	CI1	3551	1	0	0	1	1	3.5	4.5	537635	6350	0	11405	555390	32914	7874	3714	44502	543985	30323	0	2179	14072	3484	105015	8269	3539	144999	25380	195	159	7769	5821	14	66159	-166.529689	53.87054	4529	41	0
AK	AK0116	ANIAK PUBLIC LIBRARY                                        	270 RIVERFRONT DRIVE               	ANIAK               	99557	270	BETHEL              	9076754435	-3	CI	CI1	494	1	0	0	0	0.25	0	0.25	0	6350	7000	3052	16402	1250	0	2070	3320	12350	4300	0	100	900	600	2600	52	506	1544	518	18	16	128	109	4	1800	-156.683203	61.4908	17236	43	0
AK	AK0117	HYDER PUBLIC LIBRARY                                        	50 MAIN STREET                     	HYDER               	99923	50	PR WALES-OUTER      	2506369148	-3	NP	CI1	94	1	0	0	0	0	0	0	0	6350	0	6000	12350	1000	0	2500	3500	8350	7311	0	0	447	480	1250	240	94	1014	375	128	71	584	273	2	275	-130.036515	55.92994	5533	43	0
AK	AK0120	INNOKO RIVER COMMUNITY/SCHOOL LIBRARY                       	101 PINE STREET                    	SHAGELUK            	99665	49	YUKON-KOYUKUK       	9074738206	shx.schoolaccess.net/                                                           	CI	CI1	102	1	0	0	0	0.5	0	0.5	2165	6350	4823	1000	14338	2079	2874	0	4953	13922	3774	0	25	190	1000	2000	300	102	1041	890	37	32	306	270	3	1250	-159.798143	62.64145	5701	43	0
AK	AK0121	ANVIK COMMUNITY/SCHOOL LIBRARY                              	1 AIRPORT ROAD                     	ANVIK               	99558	90	YUKON-KOYUKUK       	9076636348	-3	CI	CI1	84	1	0	0	0	0.25	0	0.25	1250	6350	5746	4	13350	3636	0	1163	4799	13350	3947	0	100	110	480	1240	40	80	477	0	12	12	130	130	4	900	-160.128556	63.27254	5701	43	0
AK	AK0122	GRAYLING COMMUNITY/SCHOOL LIBRARY                           	DAVID LOUIS SCHOOL BUILDING        	GRAYLING            	99590	90	YUKON-KOYUKUK       	9074535135	-3	CI	CI1	152	1	0	0	0	0.25	0	0.25	1250	6350	6014	0	13614	3770	0	1526	5296	13614	6512	0	114	395	480	1315	615	164	503	169	21	21	195	195	3	860	-159.683027	64.07926	5701	43	0
AK	AK0123	KLAWOCK PUBLIC LIBRARY                                      	615 NORTH PARK STREET              	KLAWOCK             	99925	469	PR WALES-OUTER      	9077552261	-3	CI	CI1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-132.958135	55.554748	5533	43	0
AK	AK0124	LAKE MINCHUMINA COMMUNITY LIBRARY                           	123 AIRPORT WAY                    	LAKE MIN            	99757	50	YUKON-KOYUKUK       	9076743211	lma.mystarband.net/                                                             	NP	CI1	17	1	0	0	0	0	0	0	0	6350	0	1278	7628	3761	0	357	4118	7157	3935	0	195	480	624	788	416	62	2627	881	45	5	231	48	2	618	-152.385396	63.8005	5701	43	0
AK	AK0126	IGIUGIG TRIBAL LIBRARY                                      	1 AIRPORT ROAD                     	IGIUGIG             	99613	4008	LAKE AND PENINSULA  	9075333211	-3	NL	CI1	40	1	0	0	0.1	0.26	0.1	0.36	6677	6350	7000	0	20027	3036	0	1187	4223	19521	7228	0	167	398	490	1016	133	62	1495	922	31	23	80	61	6	540	-156.48296	58.73102	1488	43	0
AK	AK0127	COFFMAN COVE COMMUNITY LIBRARY                              	106 DENALI ALLEY                   	COFFMAN COVE        	99918	135	PR WALES-OUTER KE   	9073292233	-3	CI	CI1	141	1	0	0	0	0	0	0	6500	6350	0	1350	14200	6229	289	0	6518	13564	12519	0	0	0	2920	4932	189	147	4961	942	40	40	342	342	4	3444	-131.696402	55.35655	5533	33	0
AK	AK0129	MOUNTAIN VILLAGE PUBLIC LIBRARY                             	1 SAINT MARY'S HIGHWAY             	MOUNTAIN VILLAGE    	99632	85	WADE HAMPTON        	9075912970	-3	CI	CI1	765	1	0	0	0	0	0	0	0	6350	5300	0	11650	4750	500	500	5750	11000	4400	0	794	350	1100	870	30	300	1480	600	4	4	40	40	0	0	-164.537503	62.1696	7717	43	0
AK	AK0130	THORNE BAY PUBLIC LIBRARY                                   	120 FREEMAN DRIVE                  	THORNE BAY          	99919	489	PR WALES-OUTER KE   	9078283303	-3	CI	CI1	440	1	0	0	0	0.43	0	0.43	19643	6350	1000	0	26993	2962	100	470	3532	23143	4140	0	123	855	1278	2417	272	323	3924	1281	51	30	605	429	2	988	-132.52418	55.68823	5533	43	0
AK	AK0133	PILOT POINT TRIBAL LIBRARY                                  	2200 MAIN STREET                   	PILOT POINT         	99649	449	LAKE AND PENINSULA  	9077972208	-3	NL	CI1	72	1	0	0	0	0.4	0.03	0.43	4000	6350	6000	0	16350	1271	1140	0	2411	16612	1317	0	20	60	1020	1357	160	90	1396	598	23	20	118	82	1	810	-157.384464	57.52567	1488	43	0
AK	AK0134	WHALE PASS COMMUNITY LIBRARY                                	BEACH ROAD LOT 3 BLOCK 14          	WHALE PASS          	99950	2080	PR WALES-OUTER KE   	9078465226	-3	CI	CI1	48	1	0	0	0	0	0	0	0	6350	662	2156	9168	1557	11	1806	3374	7444	4787	0	304	1615	626	1360	73	112	1798	603	15	11	138	109	2	801	-132.878786	55.76289	5533	43	0
AK	AK0135	TOGIAK PUBLIC LIBRARY AND CULTURAL CENTER                   	SECOND AVENUE AND G STREET         	TOGIAK              	99678	353	DILLINGHAM          	9074935566	-3	NP	CI1	802	1	0	0	0	0	0	0	300	6350	6000	17000	29650	6746	0	0	6746	24420	6100	0	0	155	1500	832	325	325	855	644	10	10	75	75	2	235	-160.391925	59.06007	4933	43	0
AK	AK0136	SCAMMON BAY PUBLIC LIBRARY                                  	101 ASKINUK STREET                 	SCAMMON BAY         	99662	110	WADE HAMPTON        	9075585400	-3	CI	CI1	533	1	0	0	0	0	0	0	0	6350	6000	0	12350	2727	0	0	2727	10712	3500	0	200	30	1200	1000	3	533	150	55	3	1	32	15	1	600	-165.080055	61.79161	7717	43	0
AL	AL0001	CARL ELLIOTT REGIONAL LIBRARY SYSTEM                        	98 18TH STREET EAST                	JASPER              	35501	5491	WALKER              	2052212568	www.youseemore.com/cerl                                                         	MJ	MC1	65686	1	0	0	1	3	0.5	3.5	84711	112197	0	43353	240261	23117	0	0	23117	278878	3926	0	0	0	2250	221158	37291	85	2092	0	0	0	0	0	3	3687	-87.273906	33.83339	68970	32	4
AL	AL0002	ARLEY PUBLIC LIBRARY                                        	6788 COUNTY ROAD 41                	ARLEY               	35541	146	WINSTON             	2053870129	www.youseemore.com/cerl                                                         	CI	CI1	324	1	0	0	0	0.5	0	0.5	23052	0	0	458	23510	497	0	0	497	23510	6840	0	39	25	1820	7582	592	942	5374	1460	128	101	3546	3038	4	611	-87.2234	34.04997	23974	42	4
AL	AL0003	CORDOVA PUBLIC LIBRARY                                      	84 MAIN ST.                        	CORDOVA             	35550	1415	WALKER              	2054839578	www.youseemore.com/cerl                                                         	CI	CI1	2327	1	0	0	0	0.5	0	0.5	14212	0	0	234	14446	361	0	0	361	14446	8764	0	15	0	1040	9287	712	810	4961	933	6	6	345	345	3	211	-87.182924	33.75642	68970	42	4
AL	AL0004	DORA PUBLIC LIBRARY                                         	1485 SHARON BLVD                   	DORA                	35062	700	WALKER              	2056483211	www.youseemore.com/cerl/                                                        	CI	CI1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-87.07569	33.743559	68970	31	4
AL	AL0005	DOUBLE SPRINGS PUBLIC LIBRARY                               	637 BLAKE DRIVE                    	DOUBLE SPRINGS      	35553	555	WINSTON             	2054892412	www.youseemore.com/cerl                                                         	CI	CI1	993	1	0	0	0	1	0	1	28674	0	0	700	29374	112	0	0	112	29374	8745	0	176	422	2236	5850	1680	2583	9458	3614	39	5	1192	752	3	798	-87.383461	34.14703	23974	43	4
AL	AL0006	HALEYVILLE PUBLIC LIBRARY                                   	913 20TH STREET                    	HALEYVILLE          	35565	1323	WINSTON             	2054867450	www.youseemore.com/cerl                                                         	CI	CI1	4148	1	0	0	0	1	1	2	63071	0	0	2155	65226	1118	0	0	1118	65226	10330	0	115	316	2496	5744	4580	6645	13811	4927	21	21	1539	1539	3	1891	-87.623386	34.2263	23974	32	4
AL	AL0007	JASPER PUBLIC LIBRARY                                       	98 EAST 18TH STREET                	JASPER              	35501	5491	WALKER              	2052218512	www.youseemore.com/cerl                                                         	CI	CI1	14117	1	0	0	0	2	0.7	2.7	182027	0	0	17006	199033	30305	0	0	30305	199033	49405	0	895	910	2340	28647	6112	44842	72984	28666	6	6	801	801	9	8250	-87.273906	33.83339	68970	32	4
AL	AL0009	SUMITON PUBLIC LIBRARY                                      	416 STATE STREET                   	SUMITON             	35148	10	WALKER              	2056487451	www.youseemore.com/cerl                                                         	CI	CI1	2586	1	0	0	0	0.75	0.75	1.5	40931	0	0	539	41470	666	0	0	666	41470	9722	0	49	0	2132	1272	1333	3801	10262	4220	11	11	681	681	3	1266	-87.049527	33.74957	68970	31	4
AL	AL0010	CHEAHA REGIONAL LIBRARY                                     	935 COLEMAN STREET                 	HEFLIN              	36264	1313	CLEBURNE            	2564637125	cheaharegionallibrary.org                                                       	MJ	MC2	98537	1	0	2	0	1	2	3	7850	111576	0	4951	124377	10614	750	4767	16131	109791	21770	135	2840	219	5640	1379	1026	9787	89261	28480	7	0	93	0	6	113	-85.588945	33.64375	14799	42	3
AL	AL0011	ROANOKE - ANNIE L. AWBREY PUBLIC LIBRARY                    	736 COLLEGE STREET                 	ROANOKE             	36274	1616	RANDOLPH            	3348632632	-3	CI	CI1	6661	1	0	0	0	1	4	5	90000	8194	0	9930	108124	9888	0	8464	18352	103066	19487	0	604	41	2236	25588	1841	6741	67048	21374	66	57	1318	1258	11	6419	-85.370667	33.1495	22620	32	3
AL	AL0012	ASHLAND CITY PUBLIC LIBRARY                                 	11 SECOND AVENUE NORTH             	ASHLAND             	36251	296	CLAY                	2563543427	M                                                                               	CI	CI1	1869	1	0	0	0	1	2	3	64990	3020	0	7628	75638	6285	0	824	7109	75640	21267	0	390	1232	2080	13762	1329	3221	20135	8569	45	35	1184	1034	7	3238	-85.837992	33.27473	13809	42	3
AL	AL0013	B .B. COMER MEMORIAL LIBRARY                                	314 NORTH BROADWAY AVENUE          	SYLACAUGA           	35150	2528	TALLADEGA           	2562490961	www.sylacauga.net/library                                                       	CI	CI1	12932	1	0	0	2	3	9.75	12.75	644784	7428	11930	69069	733211	41859	1575	5087	48521	671436	102297	0	1394	10	2808	72588	30708	27573	183223	73592	265	154	12887	7644	54	20024	-86.250724	33.17185	80279	32	3
AL	AL0014	CHEROKEE COUNTY PUBLIC LIBRARY                              	310 MARY STREET                    	CENTRE              	35960	2026	CHEROKEE            	2569275838	www.cheaharegionallibrary.org                                                   	CO	CO1	3389	1	0	0	0	1	1.5	2.5	130970	12000	150000	13800	306770	16400	1500	5050	22950	153043	26840	0	1025	185	2000	27650	3500	6002	58250	12569	9	8	1155	875	4	7	-85.67641	34.14928	24545	42	3
AL	AL0015	CHILDERSBURG - EARLE A. RAINWATER MEMORIAL LIBRARY          	124 NINTH AVENUE SW                	CHILDERSBURG        	35044	1642	TALLADEGA           	2563787239	www.childersburg.org/library                                                    	CI	CI1	4985	1	0	0	0	2	3	5	116825	5650	4000	20725	147200	29700	0	1535	31235	144631	41797	0	2051	2025	2500	23131	3546	9228	39631	11434	19	14	353	266	12	8735	-86.355664	33.27752	80279	32	3
AL	AL0016	LINCOLN PUBLIC LIBRARY                                      	49 COMPLEX DRIVE                   	LINCOLN             	35096	5096	TALLADEGA           	2057637777	-3	CI	CI1	5047	1	0	0	0	1.6	0.5	2.1	90988	5451	4000	1088	101527	12451	0	0	12451	99018	16148	0	285	306	2499	8958	4210	2637	7983	2403	22	12	250	180	5	4080	-86.122667	33.6044	80279	42	3
AL	AL0017	LINEVILLE PUBLIC LIBRARY                                    	60119 HIGHWAY 49                   	LINEVILLE           	36266	482	CLAY                	2563965162	cheaharegionallibrary.org                                                       	CI	CI1	2373	1	0	0	0	1	1	2	22191	2563	0	6411	31165	3999	0	899	4898	31862	14817	0	594	0	1750	6286	1206	2184	11099	2153	4	4	141	141	2	220	-85.754449	33.31468	13809	42	3
AL	AL0018	HEFLIN - LUCILE L. MORGAN PUBLIC LIBRARY                    	541 ROSS STREET                    	HEFLIN              	36264	1339	CLEBURNE            	2564632259	M                                                                               	CI	CI1	3412	1	0	0	0	0.55	0	0.55	28500	3887	0	1504	33891	4556	0	407	4963	33668	15927	0	495	538	1196	9656	536	3000	10866	3942	1	1	53	53	8	2863	-85.587878	33.64374	14799	42	3
AL	AL0019	OXFORD PUBLIC LIBRARY                                       	110 EAST 6TH STREET                	OXFORD              	36203	1617	CALHOUN             	2568311750	Cheaharegionallibrary.org                                                       	CI	CI1	17547	1	0	0	1	2	5	7	359650	17351	0	0	377001	38801	0	14803	53604	327604	34957	0	2242	3836	2236	20462	1179	11718	59528	20761	54	54	2338	2338	20	5591	-85.83545	33.60969	113419	13	3
AL	AL0020	TALLADEGA PUBLIC LIBRARY                                    	202 SOUTH STREET EAST              	TALLADEGA           	35160	2471	TALLADEGA           	2563624211	-3	CI	CI1	17131	1	0	0	1	3	4.5	7.5	410812	20303	301	14991	446407	43445	1764	13429	58638	351719	148900	0	2109	275	2805	41540	74106	9573	66335	14690	858	781	15528	14911	25	4619	-86.09972	33.43313	80279	32	3
AL	AL0022	ABBEVILLE MEMORIAL LIBRARY                                  	301 KIRKLAND STREET                	ABBEVILLE           	36310	2419	HENRY               	3345852818	-3	CI	CI1	7922	1	0	0	0	1	2	3	85300	9900	50000	13819	159019	16006	0	9159	25165	101665	29775	0	697	401	2193	17646	1159	4816	17681	3566	1	1	49	49	4	7786	-85.250486	31.56676	16591	42	2
AL	AL0023	ARITON - DOT LANEY MEMORIAL LIBRARY                         	30 W. MAIN STREET                  	ARITON              	36311	26	DALE                	3347622463	-3	CI	CI1	750	1	0	0	0	0.4	0	0.4	11476	889	2400	9474	24239	2250	199	750	3199	24239	10169	0	27	308	800	1723	27	360	1048	390	6	4	423	411	4	414	-85.719461	31.60018	48292	42	2
AL	AL0024	HEADLAND - BLANCHE R. SOLOMON MEMORIAL LIBRARY              	17 PARK STREET                     	HEADLAND            	36345	1747	HENRY               	3346932706	-3	CI	CI1	8783	1	0	0	0	1	2	3	98113	9900	5000	2955	115968	13392	0	3751	17143	87363	72187	0	1703	200	2236	23015	6760	6886	15023	4048	1	1	455	455	3	4680	-85.342198	31.35231	16591	41	2
AL	AL0025	BRUNDIDGE - TUPPER LIGHTFOOT MEMORIAL LIBRARY               	164 SOUTH MAIN STREET              	BRUNDIDGE           	36010	1809	PIKE                	3347352145	-3	CI	CI1	2309	1	0	0	1	4	0	4	121392	8046	0	20617	150055	22464	0	6009	28473	146775	15113	0	332	710	2236	11205	935	1002	12439	3018	26	19	771	612	5	2754	-85.815509	31.71897	30381	42	2
AL	AL0026	OZARK - DALE COUNTY PUBLIC LIBRARY                          	416 JAMES STREET                   	OZARK               	36360	2090	DALE                	3347745480	www.odcpl.com                                                                   	MJ	CO2	36980	1	0	0	0	2	5	7	141731	43827	11000	69236	265794	21554	0	34828	56382	230634	61493	0	1482	2470	2132	106318	13503	9973	75009	24838	318	144	6388	3073	27	15252	-85.632774	31.45219	48292	32	2
